Race,Gender,Education,Education-Mother,Education-Father,Self-Subjective,2010SOC,2018SOC,2019ONetSOC,Self-Objective,familarity
5,2,8,7,5,5,43-9061,43-9061,43-9061.00,5.571428571428571,2
5,1,11,6,7,6,29-1071,29-1071,29-1071.00,4.333333333333333,3
3,2,9,7,5,4,25-2010,25-2011,25-2011.00,2.823529411764706,2
5,1,9,5,4,6,35-9099,35-9099,35-9099.00,5.239704739704739,2
5,2,8,8,1,1,51-3099,51-3099,51-3099.00,5.175992961287078,2
5,2,10,7,7,2,47-2020,47-2021,47-2021.00,4.285714285714286,2
3,2,11,11,11,5,29-1199,29-1299,29-1299.00,3.7570639784478796,2.88
3,2,6,6,6,7,13-1111,13-1111,13-1111.00,4.181818181818182,5
5,1,10,11,14,1,37-2011,37-2011,37-2011.00,5.173913043478261,2
5,1,12,12,12,6,15-1132,15-1252,15-1252.00,4.631578947368421,6
5,1,6,6,6,1,47-4051,47-4051,47-4051.00,4.631578947368421,2
5,2,13,6,9,1,25-2050,25-2051,25-2051.00,2.944444444444445,2
2,2,11,11,10,1,25-4031,25-4031,25-4031.00,5.171428571428572,3
5,2,6,6,6,7,51-1011,51-1011,51-1011.00,4.7,3
2,2,5,6,6,3,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,2,11,10,10,1,19-1020,19-1021,19-1021.00,4.25,5
5,2,10,6,6,4,11-3011,11-3012,11-3012.00,4.222222222222222,3
5,2,11,11,11,5,43-9199,43-9199,43-9199.00,5.642857142857143,5
5,1,12,11,12,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
3,2,10,6,6,6,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
5,1,12,11,12,6,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
5,2,12,11,13,5,11-1011,11-1011,11-1011.03,3.611111111111111,4
2,2,10,4,11,5,11-1021,11-1021,11-1021.00,4.764705882352941,4
6,2,8,6,9,7,43-2021,43-2021,43-2021.00,5.75,2
3,2,12,11,14,2,25-9011,25-4022,25-4022.00,4.366666666666666,3
6,1,12,14,12,6,21-1020,21-1021,21-1021.00,2.956521739130435,2
5,2,8,10,12,1,25-2010,25-2011,25-2011.00,2.823529411764706,2
5,1,2,8,11,1,39-5090,39-5091,39-5091.00,3.571428571428572,2
6,1,7,7,6,5,51-7030,51-7031,51-7031.00,4.214285714285714,2
3,2,11,6,12,1,43-9199,43-9199,43-9199.00,5.642857142857143,5
5,1,7,6,6,3,37-3019,37-3019,37-3019.00,4.264102564102564,2
5,2,6,6,6,7,31-9093,31-9093,31-9093.00,4.8125,2
3,1,7,8,6,3,35-3022,35-3023,35-3023.00,5.464285714285714,2
5,2,6,6,6,5,45-2021,45-2021,45-2021.00,4.291666666666667,2
3,2,10,12,13,1,11-3011,11-3012,11-3012.00,4.222222222222222,3
6,2,10,6,6,5,13-2052,13-2052,13-2052.00,4.666666666666667,3
5,2,6,6,10,4,43-4071,43-4071,43-4071.00,6,2
3,2,14,10,11,6,31-1010,31-1121,31-1121.00,3.8,2
6,2,5,,,1,35-2010,35-2011,35-2011.00,5.315789473684211,2
5,2,11,11,9,6,13-2051,13-2051,13-2051.00,4.846153846153846,5
5,1,9,6,7,5,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,12,11,13,7,15-1199,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
5,2,7,6,6,1,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,12,12,12,7,15-1121,15-1211,15-1211.00,4.681818181818182,6
3,2,6,10,4,4,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,2,11,6,5,1,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,1,6,6,6,1,37-2011,37-2011,37-2011.00,5.173913043478261,2
3,2,12,9,10,2,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,1,12,12,12,6,11-1011,11-1011,11-1011.03,3.611111111111111,4
6,2,11,11,10,1,37-2021,37-2021,37-2021.00,4.933333333333334,2
5,2,9,4,4,6,43-6010,43-6011,43-6011.00,5.272727272727272,3
3,2,5,8,10,3,39-5011,39-5011,39-5011.00,4.05,2
5,1,9,6,9,3,13-2099,13-2099,13-2099.00,5.02605274,3.375
3,1,8,6,6,7,47-2061,47-2061,47-2061.00,4.125,2
5,2,12,1,1,5,29-1031,29-1031,29-1031.00,3.571428571428572,3
5,2,12,5,6,4,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
5,1,4,8,8,7,21-2099,21-2099,21-2099.00,2.748120301,2
5,1,9,6,6,7,41-3099,41-3091,41-3091.00,5.2,3
6,2,9,9,9,7,15-1121,15-1211,15-1211.00,4.681818181818182,6
5,1,12,11,11,3,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
5,2,11,12,12,7,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
3,2,8,5,6,4,43-4051,43-4051,43-4051.00,5.066666666666666,2
3,1,6,6,6,4,35-9021,35-9021,35-9021.00,5.461538461538462,2
5,2,6,8,,2,27-3043,27-3043,27-3043.00,4.35,3
5,2,12,12,13,6,47-1011,47-1011,47-1011.00,4.133333333333334,2
5,1,6,11,6,1,51-2090,51-2051,51-2051.00,4.8125,2
6,1,6,11,12,6,35-9021,35-9021,35-9021.00,5.461538461538462,2
5,1,12,9,9,7,17-2051,17-2051,17-2051.00,4.411764705882353,3
5,2,6,6,,4,43-3031,43-3031,43-3031.00,6.066666666666666,2
3,2,10,8,11,3,41-3099,41-3091,41-3091.00,5.2,3
5,2,9,6,11,6,31-9093,31-9093,31-9093.00,4.8125,2
3,2,9,10,12,5,43-1011,43-1011,43-1011.00,4.241379310344827,3
5,2,9,9,6,5,35-1011,35-1011,35-1011.00,4.380952380952381,2
6,1,12,11,11,2,11-2020,11-2021,11-2021.00,4.25,5
5,2,11,8,8,4,27-2012,27-2012,27-2012.00,3.666666666666667,4
3,2,11,8,5,3,39-5090,39-5091,39-5091.00,3.571428571428572,2
5,2,12,9,9,1,25-1199,25-1199,25-1199.00,3.6187894472677082,3
5,2,12,10,10,2,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
5,2,12,12,5,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,1,12,12,13,2,17-3020,17-3021,17-3021.00,4.25,5
5,2,12,12,12,7,13-1021,13-1021,13-1021.00,5.083333333333333,2
5,1,9,9,11,4,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,2,10,6,6,4,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,1,11,11,8,4,53-1031,53-1043,53-1043.00,4.727272727272728,2
5,1,14,13,13,5,47-1011,47-1011,47-1011.00,4.133333333333334,2
6,1,9,6,6,4,43-9011,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
5,2,10,7,6,3,31-9093,31-9093,31-9093.00,4.8125,2
5,1,6,10,6,4,49-9071,49-9071,49-9071.00,4.233333333333333,2
5,2,10,6,6,3,27-4021,27-4021,27-4021.00,4.586206896551724,3
5,2,6,6,9,5,43-9021,43-9021,43-9021.00,5.888888888888889,2
6,1,11,10,11,6,13-2051,13-2051,13-2051.00,4.846153846153846,5
5,1,12,6,11,1,17-2141,17-2141,17-2141.00,4.428571428571429,4
5,1,12,12,14,6,15-1131,15-1251,15-1251.00,5,6
6,2,6,1,1,4,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
5,1,8,10,10,1,27-4021,27-4021,27-4021.00,4.586206896551724,3
5,2,9,8,6,1,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
6,2,8,8,9,5,43-4081,43-4081,43-4081.00,5.6,2
5,2,11,10,7,2,13-1081,13-1081,13-1081.00,4.363636363636363,4
5,2,12,7,6,4,13-2011,13-2011,13-2011.00,5.233333333333333,3
5,1,12,11,12,4,15-1199,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
5,1,6,6,6,3,39-5090,39-5091,39-5091.00,3.571428571428572,2
5,2,11,6,6,4,13-2011,13-2011,13-2011.00,5.233333333333333,3
5,2,11,6,6,4,53-3030,53-3031,53-3031.00,5.5,2
5,2,8,1,1,7,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,14,14,14,1,11-3021,11-3021,11-3021.00,4.058823529411764,6
6,1,7,7,6,6,17-2011,17-2011,17-2011.00,4.166666666666667,5
3,2,8,8,11,5,15-1199,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
3,1,6,6,5,7,47-1011,47-1011,47-1011.00,4.133333333333334,2
5,2,11,6,13,3,11-9041,11-9041,11-9041.00,3.476190476190476,5
5,2,11,6,6,1,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
5,1,6,6,6,1,47-4090,47-4091,47-4091.00,3.833333333333333,2
5,2,11,4,6,5,27-3090,27-3091,27-3091.00,4.352941176470588,3
5,2,12,11,12,4,11-1011,11-1011,11-1011.03,3.611111111111111,4
6,2,8,8,8,4,41-9020,41-9021,41-9021.00,4.684210526315789,2
5,1,9,10,7,7,29-2090,29-2091,29-2091.00,3.2,2
5,2,12,4,7,2,25-2050,25-2051,25-2051.00,2.944444444444445,2
5,2,8,10,6,5,43-9061,43-9061,43-9061.00,5.571428571428571,2
5,2,7,7,8,6,31-9011,31-9011,31-9011.00,3.142857142857143,2
5,2,8,6,10,2,41-2031,41-2031,41-2031.00,5.583333333333333,2
3,1,11,12,10,1,41-2021,41-2021,41-2021.00,5.5,2
3,2,6,6,6,7,15-1111,15-1221,15-1221.00,3.866666666666667,7
5,2,6,6,6,1,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,1,10,6,6,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
3,1,6,6,6,2,51-3091,51-3091,51-3091.00,5.45,2
5,2,8,10,6,5,27-1010,27-1011,27-1011.00,3.625,3
3,2,14,8,6,2,25-2010,25-2011,25-2011.00,2.823529411764706,2
5,2,9,11,11,7,35-2010,35-2011,35-2011.00,5.315789473684211,2
6,1,9,6,6,2,41-1011,41-1011,41-1011.00,4.571428571428571,2
3,2,12,6,11,1,13-2011,13-2011,13-2011.00,5.233333333333333,3
3,2,9,10,11,4,53-1031,53-1043,53-1043.00,4.727272727272728,2
6,1,11,11,8,7,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
5,2,10,11,12,6,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,1,4,6,,4,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,8,10,5,1,27-1010,27-1011,27-1011.00,3.625,3
5,1,11,11,11,1,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,2,11,6,9,1,25-2010,25-2011,25-2011.00,2.823529411764706,2
3,1,6,,,5,15-1111,15-1221,15-1221.00,3.866666666666667,7
3,1,8,6,11,4,43-9021,43-9021,43-9021.00,5.888888888888889,2
5,2,11,11,11,2,25-2020,25-2021,25-2021.00,3.078947368421053,2
3,1,6,7,7,6,39-5011,39-5011,39-5011.00,4.05,2
5,2,8,6,6,7,43-4199,43-4199,43-4199.00,5.580262878676192,2
5,1,11,11,12,6,15-1143,15-1241,15-1241.00,4.696969696969697,5
5,1,8,9,7,1,47-2141,47-2141,47-2141.00,3.789473684210526,2
3,2,4,5,10,3,29-1131,29-1131,29-1131.00,3.521739130434783,3
5,2,4,1,1,3,35-3031,35-3031,35-3031.00,5,2
5,2,8,,9,5,31-1010,31-1121,31-1121.00,3.8,2
2,1,7,6,,7,53-6099,53-6099,53-6099.00,5.192724867724867,2.111111111111111
5,2,11,7,8,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,12,12,12,1,11-1011,11-1011,11-1011.03,3.611111111111111,4
5,2,6,6,6,5,11-3061,11-3061,11-3061.00,5,3
3,1,8,6,,4,35-3011,35-3011,35-3011.00,4.95,2
5,1,11,6,11,1,43-9011,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
5,2,12,13,14,6,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,2,10,9,9,7,39-7010,39-7011,39-7011.00,4.789473684210527,2
5,2,10,6,6,3,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,1,6,6,6,1,33-9091,33-9091,33-9091.00,4.583333333333333,2
3,2,9,8,8,3,37-2011,37-2011,37-2011.00,5.173913043478261,2
6,1,11,6,,4,43-9199,43-9199,43-9199.00,5.642857142857143,5
5,2,6,6,6,1,27-1020,27-1021,27-1021.00,3.941176470588236,4
5,2,13,12,14,2,29-1060,29-1211,29-1211.00,3.666666666666667,3
5,2,7,6,4,4,35-3031,35-3031,35-3031.00,5,2
2,2,12,12,14,5,15-1199,15-1299,15-1299.00,4.7565844967921045,5.444444444444445
5,2,10,7,6,4,29-1151,29-1151,29-1151.00,3.75,2
5,1,12,6,7,1,11-1011,11-1011,11-1011.03,3.611111111111111,4
5,1,11,6,12,6,25-2030,25-2031,25-2031.00,3.0625,3
5,2,10,10,11,5,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,1,13,12,13,7,23-1011,23-1011,23-1011.00,3.818181818181818,3
5,2,6,6,11,4,43-2021,43-2021,43-2021.00,5.75,2
5,2,6,6,4,1,39-9011,39-9011,39-9011.00,3.16,2
6,1,6,7,6,6,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,6,6,6,3,51-1011,51-1011,51-1011.00,4.7,3
5,2,10,6,7,2,39-9030,39-9031,39-9031.00,3.409090909090909,2
6,2,12,6,9,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
6,2,9,10,9,3,31-1010,31-1121,31-1121.00,3.8,2
5,2,11,12,12,3,47-1011,47-1011,47-1011.00,4.133333333333334,2
5,1,12,11,11,7,11-3031,11-3031,11-3031.00,4.952380952380953,5
5,2,12,11,11,2,11-1011,11-1011,11-1011.03,3.611111111111111,4
5,2,9,5,4,5,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,1,13,12,12,7,19-3051,19-3051,19-3051.00,4.2,3
5,2,10,8,8,5,43-4051,43-4051,43-4051.00,5.066666666666666,2
6,1,11,11,10,6,17-2011,17-2011,17-2011.00,4.166666666666667,5
5,2,10,6,6,2,25-9041,25-9042,25-9042.00,3.9,2
5,2,9,4,6,2,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,2,11,6,6,2,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,1,9,6,6,6,33-9030,33-9031,33-9031.00,5.125,2
5,2,10,7,4,1,39-9099,39-9099,39-9099.00,3.2355725677830947,2
5,2,11,11,10,5,41-3031,41-3031,41-3031.00,5.533333333333333,4
5,2,12,12,12,2,27-4099,27-4099,27-4099.00,4.799747447704719,2.5714285714285716
5,2,8,7,,4,43-9199,43-9199,43-9199.00,5.642857142857143,5
5,2,8,6,7,1,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,9,6,9,3,51-2090,51-2051,51-2051.00,4.8125,2
5,2,10,11,12,7,41-4010,41-4011,41-4011.00,4.944444444444445,4
5,1,12,12,12,3,11-9199,11-9199,11-9199.00,3.945066586818505,2.823529411764706
5,2,10,6,6,1,39-9011,39-9011,39-9011.00,3.16,2
5,2,6,7,,3,41-1011,41-1011,41-1011.00,4.571428571428571,2
5,1,9,6,12,1,51-9061,51-9061,51-9061.00,5.59375,2
5,1,11,11,12,1,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,11,,,3,37-1011,37-1011,37-1011.00,4.769230769230769,2
5,2,12,4,7,4,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,6,6,4,2,39-9011,39-9011,39-9011.00,3.16,2
2,2,9,6,6,2,27-1010,27-1011,27-1011.00,3.625,3
5,1,11,6,6,1,41-3099,41-3091,41-3091.00,5.2,3
5,1,11,5,6,4,43-9199,43-9199,43-9199.00,5.642857142857143,5
5,2,9,12,11,1,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
3,2,10,10,9,1,43-4171,43-4171,43-4171.00,5.684210526315789,2
5,2,10,7,10,6,27-1020,27-1021,27-1021.00,3.941176470588236,4
2,2,11,5,5,6,11-3021,11-3021,11-3021.00,4.058823529411764,6
5,2,10,6,,1,31-1010,31-1121,31-1121.00,3.8,2
5,1,10,1,11,4,11-1011,11-1011,11-1011.03,3.611111111111111,4
5,1,8,4,4,3,37-3019,37-3019,37-3019.00,4.264102564102564,2
2,2,11,11,4,4,29-1041,29-1041,29-1041.00,3.7,3
5,2,10,4,6,1,41-2031,41-2031,41-2031.00,5.583333333333333,2
6,2,9,12,9,2,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
5,2,6,8,6,4,43-4051,43-4051,43-4051.00,5.066666666666666,2
3,2,9,6,6,1,39-9021,31-1122,31-1122.00,3.909090909090909,2
5,1,9,9,9,1,33-3051,33-3051,33-3051.00,3.9,2
5,2,7,11,10,3,11-3121,11-3121,11-3121.00,4.230769230769231,3
5,2,11,9,9,3,15-2090,15-2099,15-2099.00,4.721601046585566,5.777777777777778
5,1,11,10,10,6,15-1122,15-1212,15-1212.00,4.833333333333333,5
5,1,11,4,6,5,15-1121,15-1211,15-1211.00,4.681818181818182,6
5,2,9,10,11,3,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,11,6,8,2,47-4090,47-4091,47-4091.00,3.833333333333333,2
5,2,6,,,3,11-1021,11-1021,11-1021.00,4.764705882352941,4
6,1,12,12,11,5,39-3021,39-3021,39-3021.00,5.409090909090909,2
6,1,11,11,6,1,11-1011,11-1011,11-1011.03,3.611111111111111,4
5,2,11,11,11,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,2,8,1,1,5,13-2011,13-2011,13-2011.00,5.233333333333333,3
3,1,12,12,14,1,25-9041,25-9042,25-9042.00,3.9,2
5,2,12,10,8,1,25-2020,25-2021,25-2021.00,3.078947368421053,2
5,1,8,8,8,4,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
5,2,9,4,6,1,43-6010,43-6011,43-6011.00,5.272727272727272,3
5,2,7,6,6,5,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,1,10,5,,1,37-1012,37-1012,37-1012.00,4.357142857142857,2
5,1,12,10,11,6,13-1111,13-1111,13-1111.00,4.181818181818182,5
5,1,6,6,6,5,13-1141,13-1141,13-1141.00,4.291666666666667,3
5,2,9,8,11,2,13-1070,13-1071,13-1071.00,4.730769230769231,3
5,2,8,8,6,1,31-1010,31-1121,31-1121.00,3.8,2
6,2,9,6,,1,11-3011,11-3012,11-3012.00,4.222222222222222,3
5,1,11,1,7,2,41-3099,41-3091,41-3091.00,5.2,3
3,2,10,11,11,4,51-9199,51-9199,51-9199.00,5.279794546297018,2.2777777777777777
5,2,6,6,,3,41-3099,41-3091,41-3091.00,5.2,3
3,1,14,8,12,1,25-9011,25-4022,25-4022.00,4.366666666666666,3
5,2,12,4,4,2,13-2011,13-2011,13-2011.00,5.233333333333333,3
5,1,8,6,6,1,47-2141,47-2141,47-2141.00,3.789473684210526,2
5,1,12,6,6,3,15-1131,15-1251,15-1251.00,5,6
6,1,6,7,11,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,5,10,,5,35-2010,35-2011,35-2011.00,5.315789473684211,2
5,2,10,7,10,1,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,2,12,6,4,2,15-2031,15-2031,15-2031.00,4.1875,6
6,2,11,6,10,1,25-4031,25-4031,25-4031.00,5.171428571428572,3
5,1,12,12,14,7,11-3031,11-3031,11-3031.00,4.952380952380953,5
3,2,11,6,11,4,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
6,2,11,11,11,6,25-4021,25-4022,25-4022.00,4.366666666666666,3
6,2,10,10,7,5,17-2131,17-2131,17-2131.00,4.333333333333333,4
6,1,6,4,9,3,17-3029,17-3028,17-3028.00,5,3
5,2,10,8,7,4,15-1132,15-1252,15-1252.00,4.631578947368421,6
5,2,6,7,6,7,51-4199,51-4199,51-4199.00,5.094727263142216,2.142857142857143
2,1,11,10,10,5,15-1132,15-1252,15-1252.00,4.631578947368421,6
5,1,8,11,11,5,11-1021,11-1021,11-1021.00,4.764705882352941,4
6,2,6,10,,4,31-1010,31-1121,31-1121.00,3.8,2
6,1,10,11,11,1,15-1134,15-1254,15-1254.00,5.275862068965517,5
5,1,9,8,8,5,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,14,11,14,6,47-4011,47-4011,47-4011.00,4.631578947368421,2
5,1,6,6,7,4,51-1011,51-1011,51-1011.00,4.7,3
6,1,7,11,8,1,29-1141,29-1141,29-1141.00,3.740740740740741,2
5,1,12,12,13,5,51-4199,51-4199,51-4199.00,5.094727263142216,2.142857142857143
5,2,11,11,8,2,39-9021,31-1122,31-1122.00,3.909090909090909,2
5,2,11,10,11,7,23-2090,27-3092,27-3092.00,5.642857142857143,2
6,1,10,6,6,6,11-3021,11-3021,11-3021.00,4.058823529411764,6
6,2,12,8,4,3,23-1011,23-1011,23-1011.00,3.818181818181818,3
5,1,11,11,11,4,11-1021,11-1021,11-1021.00,4.764705882352941,4
6,2,6,6,6,3,41-3099,41-3091,41-3091.00,5.2,3
5,2,10,6,5,5,13-2099,13-2099,13-2099.00,5.02605274,3.375
6,2,11,9,9,3,35-3021,35-3023,35-3023.00,5.464285714285714,2
5,1,9,6,6,1,47-4011,47-4011,47-4011.00,4.631578947368421,2
5,1,11,5,11,7,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,3,11,6,6,4,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
3,1,11,2,6,7,15-2090,15-2099,15-2099.00,4.721601046585566,5.777777777777778
3,2,8,10,12,2,39-5090,39-5091,39-5091.00,3.571428571428572,2
6,2,12,14,14,1,11-1011,11-1011,11-1011.03,3.611111111111111,4
3,2,11,1,1,2,25-9041,25-9042,25-9042.00,3.9,2
5,2,6,4,6,3,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
6,1,12,11,11,6,15-1132,15-1252,15-1252.00,4.631578947368421,6
5,2,11,6,8,5,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
3,2,9,13,7,1,27-1020,27-1021,27-1021.00,3.941176470588236,4
5,2,6,7,4,5,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
5,1,11,10,11,1,25-2030,25-2031,25-2031.00,3.0625,3
5,2,10,6,6,4,43-6010,43-6011,43-6011.00,5.272727272727272,3
3,2,12,6,6,4,25-9011,25-4022,25-4022.00,4.366666666666666,3
3,1,12,10,13,4,29-1051,29-1051,29-1051.00,4.666666666666667,4
5,2,12,4,8,3,25-4021,25-4022,25-4022.00,4.366666666666666,3
5,2,9,9,6,4,25-2020,25-2021,25-2021.00,3.078947368421053,2
6,2,9,12,12,2,29-1071,29-1071,29-1071.00,4.333333333333333,3
5,1,9,8,9,2,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,1,6,6,6,1,35-1012,35-1012,35-1012.00,4.615384615384615,2
5,1,12,12,13,4,15-1122,15-1212,15-1212.00,4.833333333333333,5
5,1,4,7,7,1,35-1011,35-1011,35-1011.00,4.380952380952381,2
5,1,10,6,6,5,15-1141,15-1242,15-1242.00,5.166666666666667,5
5,2,12,11,11,2,25-1199,25-1199,25-1199.00,3.6187894472677082,3
3,2,9,8,10,5,31-9093,31-9093,31-9093.00,4.8125,2
5,1,11,4,11,5,41-2031,41-2031,41-2031.00,5.583333333333333,2
5,1,6,10,8,5,47-2061,47-2061,47-2061.00,4.125,2
3,1,6,6,6,5,35-3022,35-3023,35-3023.00,5.464285714285714,2
5,2,6,6,6,1,39-9099,39-9099,39-9099.00,3.2355725677830947,2
3,2,11,7,11,6,29-2099,29-2099,29-2099.00,4.5006314924531985,2.392857142857143
5,1,12,4,6,4,11-1011,11-1011,11-1011.03,3.611111111111111,4
3,1,9,10,11,4,15-1150,15-1232,15-1232.00,4.5625,5
5,2,10,6,9,5,43-3031,43-3031,43-3031.00,6.066666666666666,2
5,1,11,4,4,5,11-1011,11-1011,11-1011.03,3.611111111111111,4
5,2,11,6,9,3,11-3011,11-3012,11-3012.00,4.222222222222222,3
5,2,6,6,6,1,39-9021,31-1122,31-1122.00,3.909090909090909,2
5,2,11,9,6,4,21-1020,21-1021,21-1021.00,2.956521739130435,2
5,1,14,14,11,2,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,2,9,6,4,4,41-2010,41-2011,41-2011.00,5.758620689655173,2
6,2,6,7,,3,29-2071,29-2072,29-2072.00,5.882352941176471,3
2,1,11,1,1,2,15-1122,15-1212,15-1212.00,4.833333333333333,5
5,2,11,9,8,5,25-9011,25-4022,25-4022.00,4.366666666666666,3
6,2,11,11,12,5,25-3099,25-3099,25-3099.00,3.5046558704453448,2.25
5,2,6,11,11,1,39-2021,39-2021,39-2021.00,4.090909090909091,2
5,2,6,5,6,3,39-9011,39-9011,39-9011.00,3.16,2
5,2,13,6,8,1,45-2021,45-2021,45-2021.00,4.291666666666667,2
5,2,11,14,6,2,13-1199,13-1199,13-1199.00,4.4929914585401685,3.727272727272727
5,2,9,4,,1,31-1010,31-1121,31-1121.00,3.8,2
5,2,7,8,6,1,43-6010,43-6011,43-6011.00,5.272727272727272,3
5,1,1,7,6,1,47-2031,47-2031,47-2031.00,4,2
5,2,8,8,8,5,15-1150,15-1232,15-1232.00,4.5625,5
5,2,6,6,11,5,15-1150,15-1232,15-1232.00,4.5625,5
5,2,11,10,10,2,27-1010,27-1011,27-1011.00,3.625,3
6,2,10,9,8,3,29-1171,29-1171,29-1171.00,4.111111111111111,3
6,2,9,5,4,1,27-2040,27-2041,27-2041.00,4.1,2
5,2,9,10,6,7,41-3099,41-3091,41-3091.00,5.2,3
3,2,9,6,6,7,43-4071,43-4071,43-4071.00,6,2
6,2,10,10,12,4,17-1010,17-1011,17-1011.00,4.166666666666667,3
5,1,6,7,7,4,37-2011,37-2011,37-2011.00,5.173913043478261,2
6,1,10,6,6,3,15-1150,15-1232,15-1232.00,4.5625,5
5,2,8,6,6,1,35-2010,35-2011,35-2011.00,5.315789473684211,2
5,2,11,7,6,5,13-2099,13-2099,13-2099.00,5.02605274,3.375
5,2,6,6,6,3,11-1021,11-1021,11-1021.00,4.764705882352941,4
5,2,6,6,6,4,41-9099,41-9099,41-9099.00,4.680279920580673,2.4285714285714284
5,1,11,6,9,2,51-3011,51-3011,51-3011.00,5.222222222222222,2
3,1,11,8,9,1,37-2011,37-2011,37-2011.00,5.173913043478261,2
5,1,6,4,5,1,47-2111,47-2111,47-2111.00,4.047619047619047,2
5,2,4,6,6,1,41-2010,41-2011,41-2011.00,5.758620689655173,2
5,2,10,,,1,31-1010,31-1121,31-1121.00,3.8,2
5,1,11,5,5,5,49-9071,49-9071,49-9071.00,4.233333333333333,2
3,2,8,10,7,4,19-1040,19-1041,19-1041.00,4,4
5,2,8,5,9,4,47-2040,47-2041,47-2041.00,4.125,2
3,2,7,6,6,3,45-2041,45-2041,45-2041.00,5.166666666666667,2
5,1,9,6,6,2,27-1010,27-1011,27-1011.00,3.625,3
5,2,11,11,11,2,29-1060,29-1211,29-1211.00,3.666666666666667,3
5,2,11,6,6,1,41-4010,41-4011,41-4011.00,4.944444444444445,4
5,2,11,11,11,1,11-1031,11-1031,11-1031.00,2.866666666666667,3
6,2,12,12,11,7,47-2061,47-2061,47-2061.00,4.125,2
5,2,12,10,11,6,11-3121,11-3121,11-3121.00,4.230769230769231,3
5,2,10,6,10,6,43-1011,43-1011,43-1011.00,4.241379310344827,3
5,1,6,7,,2,41-3099,41-3091,41-3091.00,5.2,3
5,1,6,12,10,4,47-2211,47-2211,47-2211.00,4.181818181818182,2
5,1,12,12,12,6,15-1132,15-1252,15-1252.00,4.631578947368421,6
5,2,10,6,10,3,43-3031,43-3031,43-3031.00,6.066666666666666,2
5,2,11,11,11,7,29-1123,29-1123,29-1123.00,3.166666666666667,2
